,Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons,rotten_tomatoes_rating
2698,599,Skin Wars,2014–,TV-14,,60 min,Reality-TV,,,"RuPaul, Craig Tracy, Robin Slonina, Rebecca Romijn",An hour-long competition show that seeks to find the most talented and versatile body painters in the country.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjI2NzY4NjQxM15BMl5BanBnXkFtZTgwMjEyNDIwNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,997,tt3231286,series,,,,,True,,3.0,-
2699,600,Narcos,2015–2017,TV-MA,28 Aug 2015,49 min,"Biography, Crime, Drama, Thriller",,"Carlo Bernard, Chris Brancato, Doug Miro, Paul Eckstein","Pedro Pascal, Wagner Moura, Boyd Holbrook, Alberto Ammann","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.","English, Spanish","USA, Colombia, Mexico",Nominated for 2 Golden Globes. Another 8 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",,8.8,"321,232",tt2707408,series,,,,,True,,3.0,-
2700,601,Final Fantasy XIV: Dad of Light,2017,TV-PG,17 Apr 2017,,Drama,,,"Yûdai Chiba, Ren Osugi, Mako Ishino, Fumika Baba",A son tries to reconnect with his father by secretly interacting with him in the fantasy MMORPG (Massively Multiplayer Online Role Playing Game) 'Final Fantasy XIV.',Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BN2NiZTM3M2YtYjcyYy00MTYzLTk2NmItODhiMjg2YjUyZjcxXkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,358,tt6497076,series,,,,,True,,1.0,-
2701,602,Escape Plan,2013,R,18 Oct 2013,115 min,"Action, Thriller",Mikael Håfström,"Miles Chapman (screenplay by), Jason Keller (screenplay by), Miles Chapman (story by)","Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.","English, German, Arabic, Urdu",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMzllMmUxN2UtNmM3YS00NGU1LThhYjUtYmY3YTc0OTVlMzJiXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,6.7,"219,478",tt1211956,movie,04 Feb 2014,"$18,645,489",Summit Entertainment,,True,,,50%
2702,603,She's Gotta Have It,1986,R,08 Aug 1986,84 min,"Comedy, Romance",Spike Lee,"Spike Lee, Zora Neale Hurston (opening quotation)","Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee",Story of a woman and her three lovers.,English,USA,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNGM3NzcwZjQtY2E5ZC00ODU0LTg1ODQtZDNlMGNiZTRlNWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,6.7,"8,919",tt0091939,movie,15 Jan 2008,,Twentieth Century Fox Home Entertainment,,True,,,91%
2703,604,The Lost Brother,2017,,01 Sep 2017,112 min,"Crime, Drama, Thriller",Israel Adrián Caetano,"Israel Adrián Caetano (screenplay), Nora Mazzitelli (screenplay), Carlos Busqued (novel)","Leonardo Sbaraglia, Daniel Hendler, Erasmo Olivera, Déborah Vidret","Cetarti, a public employee who has just been fired, travels from Buenos Aires to Lapachito, a lonely town in the Chaco province. He must take care of the corpses of his mother and brother ...",Spanish,"Argentina, Uruguay, Spain, France",4 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BZDE4OTVkYTMtMDllMi00MjUxLTkyNjQtZjMzZTljMDA3ZDIzXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"1,263",tt6522634,movie,,,,,True,,,-
2705,606,The Drowning of Arthur Braxton,2017,,06 Aug 2016,,Drama,Luke Cutforth,"Luke Cutforth, Hassan Otsmane-Elhaou, Caroline Smailes (novel)","James Tarpey, Johnny Vegas, Rebecca Hanssen, Malcolm Freeman",The girl of his dreams won't come out of the pool and he's forgotten his trunks.,English,UK,,https://ia.media-imdb.com/images/M/MV5BMzEyNjAzNGItMTcwZS00YTUyLTllNmQtNjQ3ZmI2ZDJhZDQ1XkEyXkFqcGdeQXVyNTQzNDYyMDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",,9.2,5,tt5481180,movie,,,,,True,,,-
2707,608,Resurface,2017,,01 Sep 2017,26 min,"Documentary, Short, Sport, War","Joshua Izenberg, Wynn Padula",,"Bobby Lane, Van Curaza, Martin Pollock, Mike Shurley","After years of nightmares, depression, and seizures, Iraq war veteran Bobby Lane could see no way out of his trauma other than suicide. Then he met Van Curaza, a former big wave surfer who ...",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BYjU4Y2NjNmEtOTQ5Mi00YzdmLTk2N2MtZTM2YWJlNzE5ZDhhXkEyXkFqcGdeQXVyMjQyMjM4MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,330,tt6081408,movie,01 Sep 2017,,Netflix,,True,,,-
2708,609,The Fall,2014,,20 Sep 2014,,"Short, Thriller",John Quintana,"Kaitlyn O'Day, John Quintana (screenplay)","Rusty Jamnik, Samuel Campbell Thomson",,English,USA,,,[],,,,tt4273308,movie,,,,,True,,,-
2710,611,The Last Shaman,2016,,01 Sep 2017,77 min,"Documentary, Adventure, Drama, Family",Raz Degan,Raz Degan,"Guillermo Arevalo, James Freeman","James gives himself 12 months before he has 'a license to kill himself', he sets off to the amazon rainforest with hopes of finding a shaman who can save his life.","English, Spanish","UK, Italy, Israel, Peru, USA",1 win.,https://m.media-amazon.com/images/M/MV5BNmZjMjdmMGMtMGIxNi00ZjZjLTlmOTYtMTdlNGEyMDEwNTljXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,6.8,902,tt3511124,movie,,,,,True,,,-
2711,612,Little Evil,2017,TV-MA,01 Sep 2017,94 min,"Comedy, Horror",Eli Craig,Eli Craig,"Evangeline Lilly, Owen Atlas, Adam Scott, Marcus Terrell Smith","Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjQ0NTM2NzQ0Ml5BMl5BanBnXkFtZTgwMjc4MTAzMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",,5.7,"17,336",tt2937366,movie,01 Sep 2017,,Bluegrass Films,,True,,,92%
2714,615,The B-Side: Elsa Dorfman's Portrait Photography,2016,R,30 Jun 2017,76 min,Documentary,Errol Morris,,Elsa Dorfman,A look at the life and work of photographer Elsa Dorfman.,English,USA,,https://m.media-amazon.com/images/M/MV5BY2EzYjQ3YmQtN2YyYi00YjUyLWI0MTctYTRkNmNjYmRiOTI1XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,6.6,427,tt5952468,movie,,"$121,498",NEON,,True,,,97%
2715,616,Kiss and Cry,2017,,31 Aug 2017,95 min,"Biography, Drama, Music, Romance, Sport",Sean Cisterna,Willem Wennekers,"Sarah Fisher, Luke Bilyk, Chantal Kreviazuk, Sergio Di Zio","A romantic drama based on the story of Carley Allison, a promising 18-year-old figure skater and singer who made medical history in her fight against a rare 1 in 3.5 billion type of sarcoma.",English,Canada,5 wins.,https://m.media-amazon.com/images/M/MV5BNmViYTJkNmUtZGNmNS00NTk4LWJlMTEtNzA1MzA3ZDU1ZTQ4XkEyXkFqcGdeQXVyMjEyMDYzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,"2,267",tt5224012,movie,,,Mythic Productions,,True,,,-
2717,618,Ryan Hamilton: Happy Face,2017,,29 Aug 2017,56 min,"Documentary, Comedy",Marcus Raboy,Ryan Hamilton,Ryan Hamilton,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",English,USA,,https://m.media-amazon.com/images/M/MV5BZjE0MjI3MjAtOTRmNi00MDI0LTk4MjgtMzBjNjMzOTE4NjFhXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,694,tt6892378,movie,29 Aug 2017,,Netflix,,True,,,-
2719,620,Madre,2016,,,,"Short, Horror",Wil Haynes,T. David Carangan,"Antonio Badrani, Dalit Berkowitz, Kaylynn Hardison, Esmeralda Norman",,Spanish,USA,,https://m.media-amazon.com/images/M/MV5BNzlmNjUyYzItNWExOS00OWYwLWI3NTEtZWUyOWUwZDBmOGNiXkEyXkFqcGdeQXVyMTE4NzA0NDE@._V1_SX300.jpg,[],,,,tt4747876,movie,,,,,True,,,-
2722,623,The Mist,2017,TV-14,22 Jun 2017,42 min,"Drama, Horror, Sci-Fi",,Christian Torpe,"Morgan Spector, Alyssa Sutherland, Gus Birney, Danica Curcic","After an eerie mist rolls into a small town, the residents must battle the mysterious mist and its threats, fighting to maintain their morality and sanity.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMzE3MDk0ODkwM15BMl5BanBnXkFtZTgwMzA5NTk5MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,"20,292",tt5639976,series,,,,,True,,1.0,-
2723,624,Death Note,2017,TV-MA,25 Aug 2017,101 min,"Action, Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller",Adam Wingard,"Charley Parlapanides (screenplay by), Vlas Parlapanides (screenplay by), Jeremy Slater (screenplay by), Tsugumi Ôba (based on ""Death Note"" by: In Shonen Jump), Takeshi Obata (based on ""Death Note"" by: In Shonen Jump)","Nat Wolff, LaKeith Stanfield, Margaret Qualley, Shea Whigham","A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.","English, Japanese, Spanish",USA,,https://m.media-amazon.com/images/M/MV5BMTUwOTgzMTEyOF5BMl5BanBnXkFtZTgwNTk3MTM5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,4.5,"70,999",tt1241317,movie,25 Aug 2017,,Vertigo Entertainment,,True,,,39%
2725,626,Feel Rich: Health Is the New Wealth,2017,,23 May 2017,70 min,Documentary,Peter Spirer,"Quincy Jones III, John Michael Measells, Will James Moore, Shawn Ullman","Common, Jermaine Dupri, Game, Afya Ibomu","FEEL RICH: HEALTH IS THE NEW WEALTH documents the nascent self-love revolution emerging in urban communities. Narrated by Quincy Jones III, the film features interviews with iconic artists,...",English,USA,,https://m.media-amazon.com/images/M/MV5BOTNmMzc1MTAtOGNhZC00YWIwLTkyYmItZmViN2FkZDkyYThhXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,173,tt6285404,movie,21 Nov 2017,,Xlrator Media,,True,,,-
2726,627,Lynne Koplitz: Hormonal Beast,2017,,22 Aug 2017,51 min,Comedy,Marcus Raboy,Lynne Koplitz,Lynne Koplitz,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",English,USA,,https://m.media-amazon.com/images/M/MV5BODlhOWE0NTUtNmNjNS00OWUyLWJjOTQtMDRiMWFkZWY5ZDYxXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,320,tt6892388,movie,22 Aug 2017,,Netflix,,True,,,-
2727,628,Bad Rap,2016,,16 Apr 2016,82 min,"Documentary, Music",Salima Koroma,,"Awkwafina, David Lee, Richard Lee, Jonathan Park","Four Asian-American rappers run into tough obstacles as they try to make it big in Hip Hop, a genre rooted in black culture.",English,"USA, Canada",1 win.,https://m.media-amazon.com/images/M/MV5BNjRjZjQzZjgtZDVlNi00ODY5LTgyN2MtN2VkZTg2YmNiMGE2XkEyXkFqcGdeQXVyMjU5MzI5Nzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",,6.3,132,tt5264178,movie,23 May 2017,,,,True,,,70%
2728,629,Unacknowledged,2017,Not Rated,09 May 2017,100 min,Documentary,Michael Mazzola,"Michael Mazzola, Stephen Peek","Steven M. Greer, George Filer, Tom Bearden, John Callahan","""Unacknowledged"" focuses on the historic files of the Disclosure Project and how UFO secrecy has been ruthlessly enforced-and why. The best evidence for extraterrestrial contact, dating ...",English,USA,,https://m.media-amazon.com/images/M/MV5BM2Y0ZTJlZmItZDcyYS00YjRmLWI0NDQtODBjMTM2YWVmM2E4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTkzMTE1NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"5,831",tt6400614,movie,09 May 2017,,The Orchard,,True,,,-
2730,631,Hide and Seek,2016,,04 Nov 2016,105 min,"Mystery, Thriller",Jie Liu,"Jie Liu, Peng Ren","Wallace Huo, Hailu Qin, Regina Wan, Zijian Dong","A man lives in a lovely apartment with his wife and daughter. He is obsessed with cleanliness, has strange dreams and struggles with a mystery from his past. In search of his long-lost ...",Chinese,China,,https://m.media-amazon.com/images/M/MV5BMmIzZTEzYzQtMWQxMi00NGI1LTg4MjItMTI2NzllM2IzNGRiXkEyXkFqcGdeQXVyMzAyNjgxOTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,468,tt5662906,movie,,,,,True,,,-
2731,632,Dinotrux,2015–2017,TV-PG,14 Aug 2015,,"Animation, Short, Action, Adventure, Comedy, Family",,,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Brian Drummond","Animals like the Craneosauraus, Garbageadon and Tyrannosaurus Trux (part dinosaurs and part truck) exist in a fictional prehistoric era.","English, French",USA,4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZjMyYWE2NDEtMzgxYi00MzQ3LTlmZWEtNDI5NGIxMjdjMDg3XkEyXkFqcGdeQXVyMzQwMDg1MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,361,tt1396212,series,,,,,True,,5.0,-
2732,633,The Defenders,2017,TV-MA,18 Aug 2017,50 min,"Action, Adventure, Crime, Fantasy, Sci-Fi",,"Douglas Petrie, Marco Ramirez","Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones","Set a few months after the events of the second season of Daredevil, and a month after the events of Iron Fist, the vigilantes Daredevil, Jessica Jones, Luke Cage, and Iron Fist team up in New York City to fight a common enemy: The Hand.",English,USA,Nominated for 1 Primetime Emmy. Another 8 nominations.,https://m.media-amazon.com/images/M/MV5BNWU4NmY3MTMtMTBmMi00NjFjLTkwMmItYWZhZWUwNDg5M2ExXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,"83,302",tt4230076,series,,,,,True,,1.0,-
2736,637,Brad Paisley's Comedy Rodeo,2017,,15 Aug 2017,63 min,Comedy,Jay Chapman,"Nate Bargatze, Sarah Tiana, David Wild","Brad Paisley, Nate Bargatze, John Heffron, Reba McEntire","Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.",English,USA,,https://m.media-amazon.com/images/M/MV5BOWI0MjNhNDctNTE1OS00ZjE5LWE0NmQtYzE1MWQzNmM2YjlmXkEyXkFqcGdeQXVyMTAwMjY1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,115,tt6794448,movie,,,,,True,,,-
2737,638,Barbecue,2017,TV-PG,11 Jul 2017,102 min,Documentary,Matthew Salleh,,"Lwazi Dlaminilf, Rufo 'Junny' Servado, Katsunori Yashima","A symphony of meat and fire, Barbecue shows us how an everyday ritual is shared by cultures around the world, as a way to celebrate community, friendship, and tradition. A film told in 13 ...",English,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, USA, Uruguay",1 nomination.,https://m.media-amazon.com/images/M/MV5BYTIwMDJmZjYtMDM3ZC00NGQxLWEwZWYtNWZmODU1YzAyOThhXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",,6.5,353,tt6090268,movie,,,,,True,,,86%
2738,639,Orphan Black,2017–2018,,,,Mystery,,,Ji-young Kang,"Sara Aoyama, a broke and desperate single mother who wishes to live with her daughter Moe in peace, witnesses the shocking suicide of a woman who looks just like her. When she decides to ...",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BZGM1NDViMWUtODk1Mi00MDJiLWJjZjYtODAwY2NmY2NiZTY1XkEyXkFqcGdeQXVyNTg4NTAwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,8,tt7724320,series,,,,,True,,,-
2739,640,Mission Control: The Unsung Heroes of Apollo,2017,TV-PG,14 Mar 2017,101 min,"Documentary, History",David Fairhead,,"John Aaron, Stephen Bales, Jerry Bostick, James Burke",At the heart of the Apollo program was the special team in Mission Control who put a man on the moon and helped create the future.,English,"USA, UK",,https://m.media-amazon.com/images/M/MV5BYmM3YWM1NTItZTNiNS00MzlhLTk2YmMtZmRmYzdmMTk0ZThiXkEyXkFqcGdeQXVyMTY2NTQ3ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,7.5,"1,032",tt5959952,movie,,,,,True,,,-
2742,643,Naked,2017,TV-14,11 Aug 2017,96 min,"Comedy, Fantasy, Romance",Michael Tiddes,"Rick Alvarez, Mårten Knutsson (based on an original story by), Torkel Knutsson (based on an original story by), Cory Koller, Marlon Wayans","Marlon Wayans, Regina Hall, Dennis Haysbert, J.T. Jackson","Nervous about finally getting married, a guy is forced to relive the same nerve-wracking hours over and over again until he gets things right on his wedding day.",English,USA,,https://m.media-amazon.com/images/M/MV5BYmIzMzk2OTgtNWI1ZC00YTQxLWJiYWYtMzE5MTY4ODRiMTEzXkEyXkFqcGdeQXVyNzAwMjc4ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,5.4,"15,778",tt6048930,movie,,,,,True,,,-
2743,644,The Saint,2017,Not Rated,11 Jul 2017,91 min,"Action, Adventure, Crime",Ernie Barbarash,"Jesse Alexander, Tony Giglio, Leslie Charteris (characters)","Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar","International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past.",English,USA,,https://m.media-amazon.com/images/M/MV5BNGI4NDBmZmUtZTM2ZS00MjBlLTg1ZjEtNDc1MWY4Y2VhMGM2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",,4.9,"4,985",tt2569088,movie,,,,,True,,,-
2744,645,Black Site Delta,2017,,05 May 2017,87 min,Action,Jesse Gustafson,Guy Stevenson,"Cam Gigandet, Teri Reeves, Benjamin Charles Watson, Sherri Eakin","A group of military prisoners must fight off a terrorist attack on their prison which, unbeknownst to them, is a cover for a secret drone control facility.",English,USA,,https://m.media-amazon.com/images/M/MV5BMWZlMjYzOGQtNTI0MS00ODY0LWIyZDUtYTBjYzMyOTQyYjBkXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",,3.8,845,tt5667516,movie,09 May 2017,,Xlrator Media,,True,,,-
2747,648,The Best of Me,2014,PG-13,17 Oct 2014,118 min,"Drama, Romance",Michael Hoffman,"Nicholas Sparks (novel), Will Fetters (screenplay), J. Mills Goodloe (screenplay)","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,English,USA,,https://m.media-amazon.com/images/M/MV5BMzQ5Njg3Njk5N15BMl5BanBnXkFtZTgwODIwODIxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29.0,6.7,"62,653",tt1972779,movie,03 Feb 2015,"$21,984,384",Relativity Media,,True,,,11%
2748,649,Jago: A Life Underwater,2015,G,25 May 2017,48 min,Documentary,"James Reed, James Morgan(co-director)",James Reed,,"An award-winning documentary about Rohani, an 80-year-old hunter who dives on a single breath descending to great depths for several minutes. Set against the spectacular backdrop of the Togian Islands of Indonesia.",,,4 wins.,https://m.media-amazon.com/images/M/MV5BMzExOTAxODc4OF5BMl5BanBnXkFtZTgwNTczMjE0NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,965,tt5141686,movie,,,,,True,,,-
2749,650,Icarus,2017,TV-MA,04 Aug 2017,120 min,"Documentary, Sport, Thriller",Bryan Fogel,"Jon Bertain, Bryan Fogel, Mark Monroe, Timothy Rode","Thomas Bach, Scott Brandt, Don Catlin, Sebastian Coe","When Bryan sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller.","English, Russian",USA,Won 1 Oscar. Another 7 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BY2QyZWZjY2UtMTJjZS00YmFlLWJmM2QtZTczODc5MTFkYjQyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.9,"33,314",tt6333060,movie,04 Aug 2017,,Netflix,,True,,,94%
